HGNC ID	Approved symbol	Gene group name	Mouse genome database ID
HGNC:882	ATR	Armadillo like helical domain containing	MGI:108028
HGNC:24090	ATRAID		MGI:1918918
HGNC:33499	ATRIP	Armadillo like helical domain containing	MGI:1925349
HGNC:885	ATRN	C-type lectin domain containing	MGI:1341628
HGNC:29063	ATRNL1	C-type lectin domain containing	MGI:2147749
HGNC:886	ATRX	RNA helicases	MGI:103067
HGNC:10548	ATXN1	Ataxins	MGI:104783
HGNC:40515	ATXN1-AS1	Antisense RNAs	
HGNC:33279	ATXN1L		MGI:3694797
HGNC:10555	ATXN2	Ataxins|Trinucleotide repeat containing	MGI:1277223
HGNC:51838	ATXN2-AS	Antisense RNAs	
HGNC:31326	ATXN2L		MGI:2446242
HGNC:7106	ATXN3	MJD deubiquinating enzymes|Ataxins	MGI:1099442
HGNC:24173	ATXN3L	MJD deubiquinating enzymes	
HGNC:10560	ATXN7	Ataxins|SAGA complex	MGI:2179277
HGNC:22210	ATXN7L1		MGI:3584458
HGNC:28713	ATXN7L2		MGI:1919772
HGNC:25416	ATXN7L3	SAGA complex	MGI:3036270
HGNC:37931	ATXN7L3B		MGI:1914971
HGNC:32925	ATXN8	Ataxins	
HGNC:10561	ATXN8OS	Long non-coding RNAs with non-systematic symbols	
HGNC:10549	ATXN10	Ataxins|Armadillo like helical domain containing|MicroRNA protein coding host genes	MGI:1859293
HGNC:890	AUH		MGI:1338011
HGNC:28363	AUNIP		MGI:1917135
HGNC:891	AUP1		MGI:107789
HGNC:11393	AURKA	Protein phosphatase 1 regulatory subunits	MGI:894678
HGNC:24114	AURKAIP1		MGI:1913327
HGNC:18611	AURKAP1		
HGNC:18612	AURKAP2		
HGNC:11390	AURKB	Protein phosphatase 1 regulatory subunits|Chromosomal passenger complex	MGI:107168
HGNC:18613	AURKBP1		
HGNC:11391	AURKC		MGI:1321119
HGNC:14262	AUTS2		MGI:1919847
HGNC:13509	AVEN		MGI:1921518
HGNC:14188	AVIL	Gelsolin/villins	MGI:1333798
HGNC:28994	AVL9	DENN domain containing	MGI:1926187
HGNC:894	AVP	Neuropeptides	MGI:88121
HGNC:30898	AVPI1		MGI:1916784
HGNC:895	AVPR1A	Arginine vasopressin and oxytocin receptors	MGI:1859216
HGNC:896	AVPR1B	Arginine vasopressin and oxytocin receptors	MGI:1347010
HGNC:897	AVPR2	Arginine vasopressin and oxytocin receptors	MGI:88123
HGNC:23252	AWAT1	Diacylglycerol O-acyltransferase 2 family	MGI:3588200
HGNC:23251	AWAT2	Diacylglycerol O-acyltransferase 2 family	MGI:3045345
HGNC:26564	AXDND1		MGI:1924602
HGNC:903	AXIN1	Protein phosphatase 1 regulatory subunits	MGI:1096327
HGNC:904	AXIN2		MGI:1270862
HGNC:905	AXL	Receptor tyrosine kinases|V-set domain containing|Fibronectin type III domain containing	MGI:1347244
HGNC:910	AZGP1	C1-set domain containing	MGI:103163
HGNC:911	AZGP1P1		
HGNC:912	AZGP1P2		
HGNC:24002	AZI2		MGI:1351332
HGNC:16432	AZIN1		MGI:1859169
HGNC:51558	AZIN1-AS1	Antisense RNAs	
HGNC:29957	AZIN2		MGI:2442093
HGNC:913	AZU1	Granule associated serine proteases of immune defence	
HGNC:49098	AZU1P1		
HGNC:914	B2M	C1-set domain containing	MGI:88127
HGNC:915	B2MR		
HGNC:918	B3GALNT1	Beta 3-glycosyltransferases|Blood group antigens	MGI:1349405
HGNC:51302	B3GALNT1P1		
HGNC:28596	B3GALNT2	Beta 3-glycosyltransferases	MGI:2145517
HGNC:51315	B3GALNT2P1		
HGNC:916	B3GALT1	Beta 3-glycosyltransferases	MGI:1349403
HGNC:40089	B3GALT1-AS1	Antisense RNAs	
HGNC:917	B3GALT2	Beta 3-glycosyltransferases	MGI:1349461
HGNC:919	B3GALT4	Beta 3-glycosyltransferases	MGI:1859517
HGNC:920	B3GALT5	Beta 3-glycosyltransferases	MGI:2136878
HGNC:16424	B3GALT5-AS1	Antisense RNAs	
HGNC:17978	B3GALT6	Beta 3-glycosyltransferases	MGI:2152819
HGNC:921	B3GAT1	Beta-1,3-glucuronyltransferases|CD molecules	MGI:1924148
HGNC:922	B3GAT2	Beta-1,3-glucuronyltransferases	MGI:2389490
HGNC:923	B3GAT3	Beta-1,3-glucuronyltransferases	MGI:1919977
HGNC:35243	B3GAT3P1		
HGNC:20207	B3GLCT	Beta 3-glycosyltransferases	MGI:2685903
HGNC:15629	B3GNT2	MicroRNA protein coding host genes|Beta 3-glycosyltransferases	MGI:1889505
HGNC:51316	B3GNT2P1		
HGNC:13528	B3GNT3	Beta 3-glycosyltransferases	MGI:2152535
HGNC:15683	B3GNT4	Beta 3-glycosyltransferases	MGI:2680208
HGNC:15684	B3GNT5	Beta 3-glycosyltransferases	MGI:2137302
HGNC:24141	B3GNT6	Beta 3-glycosyltransferases	MGI:3039603
HGNC:18811	B3GNT7	Beta 3-glycosyltransferases	MGI:2384394
HGNC:24139	B3GNT8	Beta 3-glycosyltransferases	MGI:2385269
HGNC:28714	B3GNT9	Beta 3-glycosyltransferases	MGI:2142841
HGNC:53652	B3GNT10		
HGNC:21727	B3GNTL1	Glycosyltransferase family 2	MGI:2441705
HGNC:51317	B3GNTL1P1		
HGNC:51318	B3GNTL1P2		
HGNC:4117	B4GALNT1	Beta 4-glycosyltransferases	MGI:1342057
HGNC:24136	B4GALNT2	Beta 4-glycosyltransferases	MGI:1342058
HGNC:51319	B4GALNT2P1		
HGNC:24137	B4GALNT3	Beta 4-glycosyltransferases	MGI:3041155
HGNC:26315	B4GALNT4	Beta 4-glycosyltransferases	MGI:2652891
HGNC:924	B4GALT1	Beta 4-glycosyltransferases	MGI:95705
HGNC:49910	B4GALT1-AS1	Antisense RNAs	
HGNC:925	B4GALT2	Beta 4-glycosyltransferases	MGI:1858493
HGNC:926	B4GALT3	Beta 4-glycosyltransferases	MGI:1928767
HGNC:927	B4GALT4	Beta 4-glycosyltransferases	MGI:1928387
HGNC:40090	B4GALT4-AS1	Antisense RNAs	
HGNC:928	B4GALT5	Beta 4-glycosyltransferases	MGI:1927169
HGNC:929	B4GALT6	Beta 4-glycosyltransferases	MGI:1928380
HGNC:930	B4GALT7	Beta 4-glycosyltransferases	MGI:2384987
HGNC:15685	B4GAT1		MGI:1919680
HGNC:24123	B9D1	B9 domain containing|MKS complex|MicroRNA protein coding host genes	MGI:1351471
HGNC:28636	B9D2	B9 domain containing|MKS complex	MGI:2387643
HGNC:14333	BAALC	MicroRNA protein coding host genes	MGI:1928704
HGNC:50461	BAALC-AS1	Antisense RNAs	
HGNC:28595	BAALC-AS2	Antisense RNAs	
HGNC:932	BAAT		MGI:106642
HGNC:25008	BABAM1	BRISC complex|BRCA1 A complex	MGI:1915501
HGNC:1106	BABAM2	BRCA1 A complex|MicroRNA protein coding host genes|BRISC complex	MGI:1333875
HGNC:44171	BABAM2-AS1	Antisense RNAs	
HGNC:933	BACE1		MGI:1346542
HGNC:37125	BACE1-AS	Antisense RNAs	MGI:4414956
HGNC:934	BACE2		MGI:1860440
HGNC:16024	BACE2-IT1	Intronic transcripts	
HGNC:935	BACH1	BTB domain containing|Basic leucine zipper proteins	MGI:894680
HGNC:40008	BACH1-AS1	Antisense RNAs	
HGNC:40006	BACH1-IT1	Intronic transcripts	
HGNC:40007	BACH1-IT2	Intronic transcripts	
HGNC:16455	BACH1-IT3	Intronic transcripts	
HGNC:14078	BACH2	BTB domain containing|Basic leucine zipper proteins	MGI:894679
HGNC:936	BAD	BCL2 homology region 3 (BH3) only	MGI:1096330
HGNC:937	BAG1	BAG cochaperones	MGI:108047
HGNC:938	BAG2	BAG cochaperones	MGI:1891254
HGNC:939	BAG3	BAG cochaperones	MGI:1352493
HGNC:940	BAG4	BAG cochaperones	MGI:1914634
HGNC:941	BAG5	BAG cochaperones	MGI:1917619
HGNC:13919	BAG6	BAG cochaperones|BAG6 complex	MGI:1919439
HGNC:942	BAGE	BAGE family	
HGNC:15723	BAGE2	BAGE family	
HGNC:15728	BAGE3	BAGE family	
HGNC:15730	BAGE4	BAGE family	
HGNC:15732	BAGE5	BAGE family	
HGNC:29279	BAHCC1		MGI:2679272
HGNC:29153	BAHD1		MGI:2139371
HGNC:947	BAIAP2	I-BAR domain containing	MGI:2137336
HGNC:44342	BAIAP2-DT	Divergent transcripts	
HGNC:21649	BAIAP2L1	I-BAR domain containing	MGI:1914148
HGNC:26203	BAIAP2L2	I-BAR domain containing	MGI:2652819
HGNC:948	BAIAP3	C2 domain containing|UNC13 homologs	MGI:2685783
HGNC:949	BAK1	BCL2 family	MGI:1097161
HGNC:996	BAK1P1		
HGNC:997	BAK1P2		
HGNC:30251	BAMBI		MGI:1915260
HGNC:43877	BANCR	Long non-coding RNAs with non-systematic symbols	
HGNC:17397	BANF1		MGI:1346330
HGNC:20252	BANF1P1		
HGNC:23426	BANF1P2		
HGNC:43883	BANF1P3		
HGNC:43884	BANF1P4		
HGNC:43885	BANF1P5		
HGNC:16172	BANF2		MGI:2684961
HGNC:18233	BANK1	Ankyrin repeat domain containing	MGI:2442120
HGNC:13450	BANP	BEN domain containing	MGI:1889023
HGNC:950	BAP1	Ubiquitin C-terminal hydrolases	MGI:1206586
HGNC:952	BARD1	Ankyrin repeat domain containing|Ring finger proteins|BRCA1 B complex	MGI:1328361
HGNC:953	BARHL1	NKL subclass homeoboxes and pseudogenes	MGI:1859288
HGNC:954	BARHL2	NKL subclass homeoboxes and pseudogenes	MGI:1859314
HGNC:955	BARX1	NKL subclass homeoboxes and pseudogenes	MGI:103124
HGNC:50673	BARX1-DT	Divergent transcripts	
HGNC:956	BARX2	NKL subclass homeoboxes and pseudogenes	MGI:109617
HGNC:957	BASP1		MGI:1917600
HGNC:26609	BASP1-AS1	Antisense RNAs	
HGNC:39418	BASP1P1		
HGNC:958	BATF	Basic leucine zipper proteins	MGI:1859147
HGNC:25163	BATF2	Basic leucine zipper proteins	MGI:1921731
HGNC:28915	BATF3	Basic leucine zipper proteins	MGI:1925491
HGNC:959	BAX	BCL2 family	MGI:99702
HGNC:960	BAZ1A	PHD finger proteins|Bromodomain containing|Chromatin accessibility complex	MGI:1309478
HGNC:961	BAZ1B	B-WICH chromatin-remodelling complex subunits|Bromodomain containing|PHD finger proteins	MGI:1353499
HGNC:962	BAZ2A	PHD finger proteins|Methyl-CpG binding domain containing|Bromodomain containing	MGI:2151152
HGNC:963	BAZ2B	Bromodomain containing|PHD finger proteins|Methyl-CpG binding domain containing	MGI:2442782
HGNC:17868	BBC3	BCL2 homology region 3 (BH3) only|MicroRNA protein coding host genes	MGI:2181667
HGNC:28093	BBIP1	BBSome	MGI:1913610
HGNC:52781	BBIP1P1		
HGNC:19855	BBOF1		MGI:1920123
HGNC:964	BBOX1		MGI:1891372
HGNC:50700	BBOX1-AS1	Antisense RNAs	
HGNC:966	BBS1	BBSome	MGI:1277215
HGNC:967	BBS2	BBSome	MGI:2135267
HGNC:969	BBS4	BBSome|Tetratricopeptide repeat domain containing	MGI:2143311
HGNC:970	BBS5	BBSome	MGI:1919819
HGNC:18758	BBS7	BBSome	MGI:1918742
HGNC:30000	BBS9	BBSome	MGI:2442833
HGNC:26291	BBS10	Chaperonins	MGI:1919019
HGNC:26648	BBS12	Chaperonins	MGI:2686651
HGNC:14422	BBX		MGI:1917758
HGNC:6722	BCAM	Blood group antigens|C2-set domain containing|Ig-like cell adhesion molecule family|CD molecules	MGI:1929940
HGNC:23059	BCAN	Sushi domain containing|Hyalectan proteoglycans|V-set domain containing|C-type lectin domain containing	MGI:1096385
HGNC:24131	BCAP29		MGI:101917
HGNC:16695	BCAP31		MGI:1350933
HGNC:51323	BCAP31P1		
HGNC:51324	BCAP31P2		
HGNC:971	BCAR1	Cas scaffold proteins	MGI:108091
HGNC:51325	BCAR1P1		
HGNC:51326	BCAR1P2		
HGNC:973	BCAR3	NSP adaptor proteins|SH2 domain containing	MGI:1352501
HGNC:40093	BCAR3-AS1	Antisense RNAs	
HGNC:22170	BCAR4	Long non-coding RNAs with non-systematic symbols	
HGNC:974	BCAS1	MicroRNA protein coding host genes	MGI:1924210
HGNC:975	BCAS2	NineTeen complex|Spliceosomal C complex	MGI:1915433
HGNC:39594	BCAS2P1		
HGNC:39595	BCAS2P2		
HGNC:39596	BCAS2P3		
HGNC:14347	BCAS3	WD repeat domain containing	MGI:2385848
HGNC:14367	BCAS4		
HGNC:976	BCAT1		MGI:104861
HGNC:977	BCAT2	Minor histocompatibility antigens	MGI:1276534
HGNC:978	BCCIP		MGI:1913415
HGNC:27050	BCDIN3D	Seven-beta-strand methyltransferase motif containing	MGI:1922534
HGNC:44113	BCDIN3D-AS1	Antisense RNAs	
HGNC:983	BCHE		MGI:894278
HGNC:986	BCKDHA		MGI:107701
HGNC:987	BCKDHB		MGI:88137
HGNC:16902	BCKDK		MGI:1276121
HGNC:990	BCL2	Protein phosphatase 1 regulatory subunits|BCL2 family	MGI:88138
HGNC:991	BCL2A1	BCL2 family|Minor histocompatibility antigens	MGI:102687, MGI:1278326, MGI:1278325
HGNC:992	BCL2L1	Protein phosphatase 1 regulatory subunits|BCL2 family	MGI:88139
HGNC:40095	BCL2L1-AS1	Antisense RNAs	
HGNC:995	BCL2L2	BCL2 family|Protein phosphatase 1 regulatory subunits	MGI:108052
HGNC:42959	BCL2L2-PABPN1		
HGNC:993	BCL2L10	BCL2 family	MGI:1330841
HGNC:994	BCL2L11	BCL2 homology region 3 (BH3) only	MGI:1197519
HGNC:13787	BCL2L12	BCL2 family	MGI:1922986
HGNC:51327	BCL2L12P1		
HGNC:17164	BCL2L13	BCL2 family	MGI:2136959
HGNC:16657	BCL2L14	BCL2 family	MGI:1914063
HGNC:33624	BCL2L15	BCL2 family	MGI:2685412
HGNC:998	BCL3	Ankyrin repeat domain containing|MicroRNA protein coding host genes	MGI:88140
HGNC:1001	BCL6	Zinc fingers C2H2-type|BTB domain containing	MGI:107187
HGNC:51843	BCL6-AS1	Antisense RNAs	
HGNC:1002	BCL6B	BTB domain containing|Zinc fingers C2H2-type	MGI:1278332
HGNC:1004	BCL7A	BAF complex	MGI:1924295
HGNC:1005	BCL7B	BAF complex	MGI:1332238
HGNC:1006	BCL7C	BAF complex|MicroRNA protein coding host genes	MGI:1332237
HGNC:1008	BCL9	Wnt enhanceosome complex	MGI:1924828
HGNC:23688	BCL9L	Wnt enhanceosome complex	MGI:1933114
HGNC:51328	BCL9P1		
HGNC:989	BCL10	CBM complex|Caspase recruitment domain containing	MGI:1337994
HGNC:13221	BCL11A	Zinc fingers C2H2-type|BAF complex	MGI:106190
HGNC:13222	BCL11B	BAF complex|Zinc fingers C2H2-type	MGI:1929913
HGNC:16863	BCLAF1	WTAP complex	MGI:1917580
HGNC:51329	BCLAF1P1		
HGNC:51807	BCLAF1P2		
HGNC:27413	BCLAF3		MGI:2685992
HGNC:13815	BCO1		MGI:1926923
HGNC:18503	BCO2		MGI:2177469
HGNC:20893	BCOR	Ankyrin repeat domain containing	MGI:1918708
HGNC:25657	BCORL1	Ankyrin repeat domain containing	MGI:2443910
HGNC:23953	BCORP1		
HGNC:1014	BCR	My-T-BRC complex|Dbl family Rho GEFs|C2 domain containing|Pleckstrin homology domain containing	MGI:88141
HGNC:39073	BCRP1		
HGNC:1015	BCRP2		
HGNC:1016	BCRP3		
HGNC:1017	BCRP4		
HGNC:1018	BCRP5		
HGNC:39074	BCRP6		
HGNC:39075	BCRP7		
HGNC:39076	BCRP8		
HGNC:49113	BCRP9		
HGNC:1020	BCS1L	Mitochondrial respiratory chain complex assembly factors|AAA ATPases	MGI:1914071
HGNC:1022	BCYRN1	Long non-coding RNAs with non-systematic symbols	
HGNC:1023	BCYRN1P1		
HGNC:1024	BCYRN1P2		
HGNC:39833	BCYRN1P3		
HGNC:1027	BDH1	Short chain dehydrogenase/reductase superfamily	MGI:1919161
HGNC:32389	BDH2	Short chain dehydrogenase/reductase superfamily	MGI:1917022
HGNC:21476	BDH2P1		
HGNC:1029	BDKRB1	Bradykinin receptors	MGI:88144
HGNC:1030	BDKRB2	Bradykinin receptors	MGI:102845
HGNC:1033	BDNF	Neurotrophins	MGI:88145
HGNC:20608	BDNF-AS	Antisense RNAs	
HGNC:13652	BDP1	Myb/SANT domain containing|General transcription factor IIIB complex subunits 	MGI:1347077
HGNC:31044	BDP1P		
HGNC:24160	BEAN1		MGI:1929597
HGNC:51114	BEAN1-AS1	Antisense RNAs	
HGNC:1034	BECN1	MicroRNA protein coding host genes|Autophagy related|PIK3C3 complex subunits	MGI:1891828
HGNC:51330	BECN1P2		
HGNC:38606	BECN2		MGI:2684950
HGNC:24163	BEGAIN		MGI:3044626
HGNC:28509	BEND2	BEN domain containing	
HGNC:23040	BEND3	BEN domain containing	MGI:2677212
HGNC:45014	BEND3P1		
HGNC:45015	BEND3P2		
HGNC:45016	BEND3P3		
HGNC:23815	BEND4	BEN domain containing	MGI:3648414
HGNC:25668	BEND5	BEN domain containing	MGI:1914871
HGNC:20871	BEND6	BEN domain containing	MGI:2444572
HGNC:23514	BEND7	BEN domain containing	MGI:2443100
HGNC:51362	BEND7P1		
HGNC:12703	BEST1	Bestrophins	MGI:1346332
HGNC:17107	BEST2	Bestrophins	MGI:2387588
HGNC:17105	BEST3	Bestrophins	MGI:3580298
HGNC:17106	BEST4	Bestrophins	
HGNC:14562	BET1	SNAREs	MGI:1343104
HGNC:40690	BET1-AS1	Antisense RNAs	
HGNC:19348	BET1L	SNAREs	MGI:1913128
HGNC:51363	BET1P1		
HGNC:1036	BEX1	Brain expressed X-linked family	MGI:1338017
HGNC:30933	BEX2	Brain expressed X-linked family	MGI:1328321
HGNC:13388	BEX3	Brain expressed X-linked family	MGI:1338016
HGNC:25475	BEX4	Brain expressed X-linked family	MGI:3606746
HGNC:27990	BEX5	Brain expressed X-linked family	
HGNC:17613	BFAR	Ring finger proteins|Sterile alpha motif domain containing	MGI:1914368
HGNC:1040	BFSP1	Beaded filament structural proteins	MGI:101770
HGNC:1041	BFSP2	Beaded filament structural proteins	MGI:1333828
HGNC:28425	BFSP2-AS1	Antisense RNAs	
HGNC:1043	BGLAP	Gla domain containing	MGI:88156, MGI:88157, MGI:88155
HGNC:49033	BGLT3	Long non-coding RNAs with non-systematic symbols	
HGNC:1044	BGN	Small leucine rich repeat proteoglycans	MGI:88158
HGNC:35126	BHLHA9	Basic helix-loop-helix proteins	MGI:2444198
HGNC:22265	BHLHA15	Basic helix-loop-helix proteins	MGI:891976
HGNC:29353	BHLHB9	Basic helix-loop-helix proteins|Armadillo repeat containing	MGI:1917487
HGNC:51373	BHLHB9P1		
HGNC:11963	BHLHE22	Trinucleotide repeat containing|Basic helix-loop-helix proteins	MGI:1930001
HGNC:16093	BHLHE23	Basic helix-loop-helix proteins	MGI:2153710
HGNC:1046	BHLHE40	Basic helix-loop-helix proteins	MGI:1097714
HGNC:44471	BHLHE40-AS1	Antisense RNAs	
HGNC:16617	BHLHE41	Basic helix-loop-helix proteins	MGI:1930704
HGNC:44318	BHMG1		MGI:3647482
HGNC:1047	BHMT		MGI:1339972
HGNC:1048	BHMT2		MGI:1891379
HGNC:19351	BICC1	Sterile alpha motif domain containing	MGI:1933388
HGNC:1049	BICD1		MGI:1101760
HGNC:51374	BICD1P1		
HGNC:17208	BICD2		MGI:1924145
HGNC:28095	BICDL1		MGI:1922915
HGNC:33584	BICDL2		MGI:2388267
HGNC:4332	BICRA	GBAF complex	MGI:2154263
HGNC:51588	BICRA-AS1	Antisense RNAs	
HGNC:21111	BICRAL	GBAF complex	MGI:2673855
HGNC:1050	BID	Receptor ligands|MicroRNA protein coding host genes|BCL2 homology region 3 (BH3) only	MGI:108093
HGNC:1051	BIK	BCL2 homology region 3 (BH3) only	MGI:1206591
HGNC:1052	BIN1	N-BAR domain containing	MGI:108092
HGNC:1053	BIN2	N-BAR domain containing	MGI:3611448
HGNC:43660	BIN2P1		
HGNC:43661	BIN2P2		
HGNC:1054	BIN3	N-BAR domain containing	MGI:1929883
HGNC:25868	BIN3-IT1	Intronic transcripts	
HGNC:590	BIRC2	Baculoviral IAP repeat containing|Ring finger proteins|Caspase recruitment domain containing	MGI:1197009
HGNC:591	BIRC3	Caspase recruitment domain containing|Baculoviral IAP repeat containing|Ring finger proteins	MGI:1197007
HGNC:593	BIRC5	Baculoviral IAP repeat containing|Chromosomal passenger complex	MGI:1203517
HGNC:13516	BIRC6	Baculoviral IAP repeat containing|MicroRNA protein coding host genes|Ubiquitin conjugating enzymes E2	MGI:1276108
HGNC:40641	BIRC6-AS1	Antisense RNAs	
HGNC:50490	BIRC6-AS2	Antisense RNAs	
HGNC:13702	BIRC7	MicroRNA protein coding host genes|Baculoviral IAP repeat containing|Ring finger proteins	MGI:2676458
HGNC:14878	BIRC8	Baculoviral IAP repeat containing|Ring finger proteins	
HGNC:51290	BISPR	Long non-coding RNAs with non-systematic symbols	
HGNC:16034	BIVM		MGI:2179809
HGNC:43690	BIVM-ERCC5		
HGNC:48597	BLACAT1	Long non-coding RNAs with non-systematic symbols	
HGNC:20484	BLACE	Long non-coding RNAs with non-systematic symbols	
HGNC:1055	BLCAP		MGI:1858907
HGNC:33495	BLID		
HGNC:1057	BLK	SH2 domain containing|Src family tyrosine kinases	MGI:88169
HGNC:1058	BLM	RecQ like helicases	MGI:1328362
HGNC:1059	BLMH		MGI:1345186
HGNC:14211	BLNK	SH2 domain containing	MGI:96878
HGNC:4200	BLOC1S1	Biogenesis of lysosomal organelles complex 1 subunits|BLOC-1 related complex subunits	MGI:1195276
HGNC:20984	BLOC1S2	BLOC-1 related complex subunits|Biogenesis of lysosomal organelles complex 1 subunits	MGI:1920939
HGNC:51427	BLOC1S2P1		
HGNC:20914	BLOC1S3	Biogenesis of lysosomal organelles complex 1 subunits	MGI:2678952
HGNC:24206	BLOC1S4	Biogenesis of lysosomal organelles complex 1 subunits	MGI:1929230
HGNC:18561	BLOC1S5	Biogenesis of lysosomal organelles complex 1 subunits	MGI:2178598
HGNC:42001	BLOC1S5-TXNDC5		
HGNC:8549	BLOC1S6	Biogenesis of lysosomal organelles complex 1 subunits	MGI:1927580
HGNC:1062	BLVRA		MGI:88170
HGNC:1063	BLVRB	Short chain dehydrogenase/reductase superfamily	MGI:2385271
HGNC:1065	BLZF1		MGI:1201607
HGNC:20049	BLZF2P		
HGNC:19213	BMERB1		MGI:1914504
HGNC:24132	BMF	BCL2 homology region 3 (BH3) only	MGI:2176433
HGNC:53612	BMF-AS1	Antisense RNAs	
HGNC:1066	BMI1	Ring finger proteins|Polycomb group ring fingers	MGI:88174
HGNC:51428	BMI1P1		
HGNC:54188	BMNCR	Long non-coding RNAs with non-systematic symbols	MGI:5590788
HGNC:1067	BMP1	Bone morphogenetic proteins|Astacins	MGI:88176
HGNC:1069	BMP2	Bone morphogenetic proteins	MGI:88177
HGNC:18041	BMP2K	MicroRNA protein coding host genes	MGI:2155456
HGNC:17080	BMP2KL		
HGNC:1070	BMP3	Bone morphogenetic proteins	MGI:88179
HGNC:1071	BMP4	Bone morphogenetic proteins	MGI:88180
HGNC:1072	BMP5	Bone morphogenetic proteins	MGI:88181
HGNC:1073	BMP6	Bone morphogenetic proteins	MGI:88182
HGNC:19329	BMP6P1		
HGNC:1074	BMP7	Bone morphogenetic proteins	MGI:103302
HGNC:40096	BMP7-AS1	Antisense RNAs	
HGNC:21650	BMP8A	Bone morphogenetic proteins	MGI:104515
HGNC:1075	BMP8B	Bone morphogenetic proteins	MGI:107335
HGNC:54364	BMP8B-AS1	Antisense RNAs	
HGNC:20869	BMP10	Bone morphogenetic proteins	MGI:1338820
HGNC:1068	BMP15	Bone morphogenetic proteins	MGI:1316745
HGNC:24154	BMPER	Cysteine rich transmembrane BMP regulators	MGI:1920480
HGNC:1076	BMPR1A	CD molecules|Type 1 receptor serine/threonine kinases	MGI:1338938
HGNC:21742	BMPR1AP1		
HGNC:21743	BMPR1AP2		
HGNC:1077	BMPR1B	Type 1 receptor serine/threonine kinases|CD molecules	MGI:107191
HGNC:50864	BMPR1B-DT	Divergent transcripts	
HGNC:1078	BMPR2	Type 2 receptor serine/threonine kinases	MGI:1095407
HGNC:23505	BMS1		MGI:2446132
HGNC:23649	BMS1P1		
HGNC:23650	BMS1P2		
HGNC:23651	BMS1P3		
HGNC:23652	BMS1P4		
HGNC:23655	BMS1P7		
HGNC:49152	BMS1P8		
HGNC:49155	BMS1P9		
HGNC:49154	BMS1P10		
HGNC:49156	BMS1P11		
HGNC:49157	BMS1P12		
HGNC:49158	BMS1P13		
HGNC:49159	BMS1P14		
HGNC:49160	BMS1P15		
HGNC:49161	BMS1P16		
HGNC:49162	BMS1P17		
HGNC:19436	BMS1P18		
HGNC:49163	BMS1P19		
HGNC:49153	BMS1P20		
HGNC:51604	BMS1P21		
HGNC:51603	BMS1P22		
HGNC:26475	BMT2	Seven-beta-strand methyltransferase motif containing	MGI:2141466
HGNC:1079	BMX	Tec family tyrosine kinases|Pleckstrin homology domain containing|SH2 domain containing	MGI:1101778
HGNC:1081	BNC1	Zinc fingers C2H2-type	MGI:1097164
HGNC:30988	BNC2	Zinc fingers C2H2-type	MGI:2443805
HGNC:53727	BNC2-AS1	Antisense RNAs	
HGNC:1082	BNIP1	BCL2 homology region 3 (BH3) only|SNAREs	MGI:109328
HGNC:1083	BNIP2	BCH domain containing |BCL2 family	MGI:109327
HGNC:1084	BNIP3	BCL2 homology region 3 (BH3) only	MGI:109326
HGNC:1085	BNIP3L		MGI:1332659
HGNC:19922	BNIP3P1		
HGNC:39655	BNIP3P2		
HGNC:39656	BNIP3P3		
HGNC:39657	BNIP3P4		
HGNC:39658	BNIP3P5		
HGNC:39659	BNIP3P6		
HGNC:49101	BNIP3P7		
HGNC:49675	BNIP3P8		
HGNC:49689	BNIP3P9		
HGNC:49690	BNIP3P10		
HGNC:49724	BNIP3P11		
HGNC:49692	BNIP3P12		
HGNC:49693	BNIP3P13		
HGNC:49694	BNIP3P14		
HGNC:49695	BNIP3P15		
HGNC:49696	BNIP3P16		
HGNC:49697	BNIP3P17		
HGNC:49698	BNIP3P18		
HGNC:49699	BNIP3P19		
HGNC:49700	BNIP3P20		
HGNC:49701	BNIP3P21		
HGNC:49702	BNIP3P22		
HGNC:49703	BNIP3P23		
HGNC:49704	BNIP3P24		
HGNC:49705	BNIP3P25		
HGNC:49706	BNIP3P26		
HGNC:49707	BNIP3P27		
HGNC:49708	BNIP3P28		
HGNC:49709	BNIP3P29		
HGNC:49710	BNIP3P30		
HGNC:49711	BNIP3P31		
HGNC:49712	BNIP3P32		
HGNC:49713	BNIP3P33		
HGNC:49714	BNIP3P34		
HGNC:49715	BNIP3P35		
HGNC:49716	BNIP3P36		
HGNC:49717	BNIP3P37		
HGNC:49718	BNIP3P38		
HGNC:49719	BNIP3P39		
HGNC:49720	BNIP3P40		
HGNC:49721	BNIP3P41		
HGNC:49722	BNIP3P42		
HGNC:33769	BNIP5		MGI:1925441
HGNC:16976	BNIPL	BCH domain containing 	MGI:2384749
HGNC:17173	BOC	Fibronectin type III domain containing|I-set domain containing|Ig-like cell adhesion molecule family	MGI:2151153
HGNC:25114	BOD1		MGI:1916806
HGNC:31792	BOD1L1		MGI:2444804
HGNC:28505	BOD1L2		
HGNC:51435	BOD1P1		
HGNC:51436	BOD1P2		
HGNC:1087	BOK	BCL2 family	MGI:1858494
HGNC:35125	BOK-AS1	Antisense RNAs	
HGNC:24263	BOLA1		MGI:1916418
HGNC:29488	BOLA2		MGI:1913412
HGNC:53563	BOLA2-SMG1P6		
HGNC:32479	BOLA2B		
HGNC:51437	BOLA2P1		
HGNC:51438	BOLA2P2		
HGNC:51439	BOLA2P3		
HGNC:24415	BOLA3	Mitochondrial iron-sulfur assembly components	MGI:1925903
